genres,genres,proportion
Adventure|Crime|Drama|Romance,1,0.026624068157614485
Adventure|Crime|Drama|Western,1,0.026624068157614485
Adventure|Drama,7,0.1863684771033014
Adventure|Drama|Family,4,0.10649627263045794
Adventure|Drama|Family|Fantasy,4,0.10649627263045794
Adventure|Drama|Family|Mystery,1,0.026624068157614485
Adventure|Drama|Fantasy,3,0.07987220447284345
Adventure|Drama|Fantasy|Romance,4,0.10649627263045794
Adventure|Drama|History,3,0.07987220447284345
Adventure|Drama|History|Romance,1,0.026624068157614485
Adventure|Drama|History|Romance|War,1,0.026624068157614485
Adventure|Drama|Horror|Mystery|Thriller,1,0.026624068157614485
Adventure|Drama|Horror|Thriller,1,0.026624068157614485
Adventure|Drama|Mystery,1,0.026624068157614485
Adventure|Drama|Romance,4,0.10649627263045794
Adventure|Drama|Romance|War,4,0.10649627263045794
Adventure|Drama|Sci-Fi,4,0.10649627263045794
Adventure|Drama|Sci-Fi|Thriller,4,0.10649627263045794
Adventure|Drama|Thriller,6,0.1597444089456869
Adventure|Drama|Thriller|War,1,0.026624068157614485
Adventure|Drama|Thriller|Western,1,0.026624068157614485
Adventure|Drama|War,2,0.05324813631522897
Adventure|Drama|Western,3,0.07987220447284345
Adventure|Family,3,0.07987220447284345
Adventure|Family|Fantasy,18,0.4792332268370607
Adventure|Family|Fantasy|Musical,2,0.05324813631522897
Adventure|Family|Fantasy|Music|Musical,1,0.026624068157614485
Adventure|Family|Fantasy|Mystery,5,0.13312034078807242
Adventure|Family|Fantasy|Romance,2,0.05324813631522897
Adventure|Family|Fantasy|Sci-Fi,1,0.026624068157614485
Adventure|Family|Romance,1,0.026624068157614485
Adventure|Family|Sci-Fi,1,0.026624068157614485
Adventure|Fantasy,7,0.1863684771033014
Adventure|Fantasy|Horror|Mystery|Thriller,1,0.026624068157614485
Adventure|Fantasy|Mystery,1,0.026624068157614485
Adventure|Fantasy|Mystery|Thriller,1,0.026624068157614485
Adventure|Horror,2,0.05324813631522897
Adventure|Horror|Mystery,1,0.026624068157614485
Adventure|Horror|Sci-Fi,1,0.026624068157614485
Adventure|Horror|Thriller,5,0.13312034078807242
Adventure|Mystery|Sci-Fi,4,0.10649627263045794
Adventure|Mystery|Thriller,2,0.05324813631522897
Adventure|Sci-Fi,1,0.026624068157614485
Adventure|Sci-Fi|Thriller,7,0.1863684771033014
Adventure|War|Western,1,0.026624068157614485
Animation|Biography|Documentary|Drama|History|War,1,0.026624068157614485
Animation|Biography|Drama|War,1,0.026624068157614485
Animation|Comedy|Crime|Drama|Family,1,0.026624068157614485
Animation|Comedy|Drama,1,0.026624068157614485
Animation|Comedy|Drama|Family|Musical,1,0.026624068157614485
Animation|Comedy|Drama|Fantasy|Sci-Fi,1,0.026624068157614485
Animation|Comedy|Drama|Romance,1,0.026624068157614485
Animation|Comedy|Family,5,0.13312034078807242
Animation|Comedy|Family|Fantasy,5,0.13312034078807242
Animation|Comedy|Family|Fantasy|Music,2,0.05324813631522897
Animation|Comedy|Family|Fantasy|Musical,2,0.05324813631522897
Animation|Comedy|Family|Fantasy|Musical|Romance,1,0.026624068157614485
Animation|Comedy|Family|Fantasy|Mystery,1,0.026624068157614485
Animation|Comedy|Family|Fantasy|Sci-Fi,1,0.026624068157614485
Animation|Comedy|Family|Horror|Sci-Fi,1,0.026624068157614485
Animation|Comedy|Family|Musical,1,0.026624068157614485
Animation|Comedy|Family|Music|Romance,1,0.026624068157614485
Animation|Comedy|Family|Music|Western,1,0.026624068157614485
Animation|Comedy|Family|Mystery|Sci-Fi,2,0.05324813631522897
Animation|Comedy|Family|Sci-Fi,2,0.05324813631522897
Animation|Comedy|Family|Sport,1,0.026624068157614485
Animation|Comedy|Fantasy,1,0.026624068157614485
Animation|Comedy|Fantasy|Musical,1,0.026624068157614485
Animation|Drama|Family|Fantasy,1,0.026624068157614485
Animation|Drama|Family|Fantasy|Musical|Romance,1,0.026624068157614485
Animation|Drama|Family|Musical|Romance,1,0.026624068157614485
Animation|Drama|Mystery|Sci-Fi|Thriller,1,0.026624068157614485
Animation|Family|Fantasy,1,0.026624068157614485
Animation|Family|Fantasy|Music,1,0.026624068157614485
Animation|Family|Fantasy|Musical,2,0.05324813631522897
Animation|Family|Fantasy|Musical|Romance,1,0.026624068157614485
Animation|Family|Fantasy|Mystery,1,0.026624068157614485
Biography|Comedy|Crime|Drama,3,0.07987220447284345
Biography|Comedy|Crime|Drama|Romance,1,0.026624068157614485
Biography|Comedy|Documentary,1,0.026624068157614485
Biography|Comedy|Drama,4,0.10649627263045794
Biography|Comedy|Drama|Family|Sport,1,0.026624068157614485
Biography|Comedy|Drama|History,3,0.07987220447284345
Biography|Comedy|Drama|History|Music,1,0.026624068157614485
Biography|Comedy|Drama|History|Music|Musical,1,0.026624068157614485
Biography|Comedy|Drama|Romance,2,0.05324813631522897
Biography|Comedy|Drama|Sport,2,0.05324813631522897
Biography|Comedy|Drama|War,1,0.026624068157614485
Biography|Comedy|Musical,1,0.026624068157614485
Biography|Comedy|Musical|Romance|Western,1,0.026624068157614485
Biography|Comedy|Romance,2,0.05324813631522897
Biography|Crime|Documentary|History,1,0.026624068157614485
Biography|Crime|Documentary|History|Thriller,1,0.026624068157614485
Biography|Crime|Drama,15,0.3993610223642172
Biography|Crime|Drama|History,1,0.026624068157614485
Biography|Crime|Drama|History|Music,1,0.026624068157614485
Biography|Crime|Drama|History|Romance,1,0.026624068157614485
Biography|Crime|Drama|History|Thriller,1,0.026624068157614485
Biography|Crime|Drama|History|Western,1,0.026624068157614485
Biography|Crime|Drama|Music,1,0.026624068157614485
Biography|Crime|Drama|Mystery|Thriller,1,0.026624068157614485
Biography|Crime|Drama|Romance,2,0.05324813631522897
Biography|Crime|Drama|Romance|Thriller,1,0.026624068157614485
Biography|Crime|Drama|Thriller,4,0.10649627263045794
Biography|Crime|Drama|War,1,0.026624068157614485
Biography|Crime|Drama|Western,1,0.026624068157614485
Biography|Documentary,1,0.026624068157614485
Biography|Documentary|History,1,0.026624068157614485
Biography|Documentary|Sport,1,0.026624068157614485
Biography|Drama,29,0.77209797657082
Biography|Drama|Family,1,0.026624068157614485
Biography|Drama|Family|History|Sport,1,0.026624068157614485
Biography|Drama|Family|Musical|Romance,1,0.026624068157614485
Biography|Drama|Family|Sport,1,0.026624068157614485
Biography|Drama|History,20,0.5324813631522897
Biography|Drama|History|Music,1,0.026624068157614485
Biography|Drama|History|Musical,1,0.026624068157614485
Biography|Drama|History|Romance,9,0.23961661341853036
Biography|Drama|History|Sport,2,0.05324813631522897
Biography|Drama|History|Thriller,2,0.05324813631522897
Biography|Drama|History|Thriller|War,1,0.026624068157614485
Biography|Drama|History|War,5,0.13312034078807242
Biography|Drama|Music,10,0.26624068157614483
Biography|Drama|Music|Musical,4,0.10649627263045794
Biography|Drama|Music|Romance,2,0.05324813631522897
Biography|Drama|Romance,15,0.3993610223642172
Biography|Drama|Romance|Sport,2,0.05324813631522897
Biography|Drama|Romance|War,1,0.026624068157614485
Biography|Drama|Sport,23,0.6123535676251332
Biography|Drama|Sport|War,2,0.05324813631522897
Biography|Drama|Thriller,7,0.1863684771033014
Biography|Drama|Thriller|War,2,0.05324813631522897
Biography|Drama|War,3,0.07987220447284345
Comedy,138,3.6741214057507987
Comedy|Crime,47,1.2513312034078807
Comedy|Crime|Drama,17,0.45260915867944623
Comedy|Crime|Drama|Horror|Thriller,1,0.026624068157614485
Comedy|Crime|Drama|Mystery|Romance,2,0.05324813631522897
Comedy|Crime|Drama|Mystery|Thriller,1,0.026624068157614485
Comedy|Crime|Drama|Romance,4,0.10649627263045794
Comedy|Crime|Drama|Romance|Thriller,2,0.05324813631522897
Comedy|Crime|Drama|Sci-Fi,1,0.026624068157614485
Comedy|Crime|Drama|Thriller,7,0.1863684771033014
Comedy|Crime|Drama|Thriller|War,1,0.026624068157614485
Comedy|Crime|Family,1,0.026624068157614485
Comedy|Crime|Family|Mystery|Romance|Thriller,1,0.026624068157614485
Comedy|Crime|Family|Romance,1,0.026624068157614485
Comedy|Crime|Family|Sci-Fi,1,0.026624068157614485
Comedy|Crime|Horror,1,0.026624068157614485
Comedy|Crime|Music,2,0.05324813631522897
Comedy|Crime|Musical,1,0.026624068157614485
Comedy|Crime|Musical|Mystery,1,0.026624068157614485
Comedy|Crime|Musical|Romance,1,0.026624068157614485
Comedy|Crime|Mystery,4,0.10649627263045794
Comedy|Crime|Mystery|Romance,1,0.026624068157614485
Comedy|Crime|Romance,11,0.2928647497337593
Comedy|Crime|Romance|Thriller,3,0.07987220447284345
Comedy|Crime|Sport,1,0.026624068157614485
Comedy|Crime|Thriller,13,0.34611288604898827
Comedy|Documentary,4,0.10649627263045794
Comedy|Documentary|Drama,1,0.026624068157614485
Comedy|Documentary|Music,1,0.026624068157614485
Comedy|Documentary|War,1,0.026624068157614485
Comedy|Drama,138,3.6741214057507987
Comedy|Drama|Family,11,0.2928647497337593
Comedy|Drama|Family|Fantasy,3,0.07987220447284345
Comedy|Drama|Family|Fantasy|Musical,1,0.026624068157614485
Comedy|Drama|Family|Fantasy|Romance,2,0.05324813631522897
Comedy|Drama|Family|Fantasy|Sci-Fi,1,0.026624068157614485
Comedy|Drama|Family|Musical,1,0.026624068157614485
Comedy|Drama|Family|Music|Musical|Romance,2,0.05324813631522897
Comedy|Drama|Family|Music|Romance,2,0.05324813631522897
Comedy|Drama|Family|Romance,4,0.10649627263045794
Comedy|Drama|Family|Sport,3,0.07987220447284345
Comedy|Drama|Fantasy,3,0.07987220447284345
Comedy|Drama|Fantasy|Horror,1,0.026624068157614485
Comedy|Drama|Fantasy|Music|Romance,1,0.026624068157614485
Comedy|Drama|Fantasy|Romance,11,0.2928647497337593
Comedy|Drama|Horror,1,0.026624068157614485
Comedy|Drama|Horror|Sci-Fi,2,0.05324813631522897
Comedy|Drama|Music,10,0.26624068157614483
Comedy|Drama|Musical,2,0.05324813631522897
Comedy|Drama|Musical|Romance,3,0.07987220447284345
Comedy|Drama|Musical|Romance|War,1,0.026624068157614485
Comedy|Drama|Music|Musical,1,0.026624068157614485
Comedy|Drama|Music|Romance,6,0.1597444089456869
Comedy|Drama|Music|War,1,0.026624068157614485
Comedy|Drama|Mystery|Romance|Thriller|War,1,0.026624068157614485
Comedy|Drama|Romance,147,3.913738019169329
Comedy|Drama|Romance|Sci-Fi,1,0.026624068157614485
Comedy|Drama|Romance|Sport,13,0.34611288604898827
Comedy|Drama|Romance|Thriller,2,0.05324813631522897
Comedy|Drama|Romance|War,1,0.026624068157614485
Comedy|Drama|Sci-Fi,3,0.07987220447284345
Comedy|Drama|Sport,5,0.13312034078807242
Comedy|Drama|Thriller,1,0.026624068157614485
Comedy|Drama|War,2,0.05324813631522897
Comedy|Family,19,0.5058572949946752
Comedy|Family|Fantasy,17,0.45260915867944623
Comedy|Family|Fantasy|Horror|Mystery,1,0.026624068157614485
Comedy|Family|Fantasy|Musical,1,0.026624068157614485
Comedy|Family|Fantasy|Music|Romance,1,0.026624068157614485
Comedy|Family|Fantasy|Romance,5,0.13312034078807242
Comedy|Family|Fantasy|Sport,1,0.026624068157614485
Comedy|Family|Music,1,0.026624068157614485
Comedy|Family|Musical|Romance,1,0.026624068157614485
Comedy|Family|Music|Musical,1,0.026624068157614485
Comedy|Family|Music|Romance,1,0.026624068157614485
Comedy|Family|Romance,10,0.26624068157614483
Comedy|Family|Romance|Sci-Fi,1,0.026624068157614485
Comedy|Family|Romance|Sport,1,0.026624068157614485
Comedy|Family|Sci-Fi,3,0.07987220447284345
Comedy|Family|Sport,2,0.05324813631522897
Comedy|Fantasy,15,0.3993610223642172
Comedy|Fantasy|Horror,8,0.21299254526091588
Comedy|Fantasy|Horror|Romance,2,0.05324813631522897
Comedy|Fantasy|Horror|Thriller,6,0.1597444089456869
Comedy|Fantasy|Musical|Sci-Fi,1,0.026624068157614485
Comedy|Fantasy|Romance,13,0.34611288604898827
Comedy|Fantasy|Sci-Fi,2,0.05324813631522897
Comedy|Fantasy|Thriller,1,0.026624068157614485
Comedy|History,1,0.026624068157614485
Comedy|Horror,7,0.1863684771033014
Comedy|Horror|Musical,1,0.026624068157614485
Comedy|Horror|Musical|Sci-Fi,1,0.026624068157614485
Comedy|Horror|Mystery,1,0.026624068157614485
Comedy|Horror|Romance,2,0.05324813631522897
Comedy|Horror|Sci-Fi,3,0.07987220447284345
Comedy|Horror|Thriller,4,0.10649627263045794
Comedy|Music,13,0.34611288604898827
Comedy|Musical,3,0.07987220447284345
Comedy|Musical|Romance,4,0.10649627263045794
Comedy|Music|Romance,5,0.13312034078807242
Comedy|Mystery,2,0.05324813631522897
Comedy|Mystery|Romance,1,0.026624068157614485
Comedy|Mystery|Sci-Fi|Thriller,1,0.026624068157614485
Comedy|Romance,131,3.487752928647497
Comedy|Romance|Sci-Fi,5,0.13312034078807242
Comedy|Romance|Sci-Fi|Thriller,1,0.026624068157614485
Comedy|Romance|Sport,4,0.10649627263045794
Comedy|Romance|Thriller,1,0.026624068157614485
Comedy|Sci-Fi,5,0.13312034078807242
Comedy|Sci-Fi|Thriller,1,0.026624068157614485
Comedy|Sport,15,0.3993610223642172
Comedy|War,2,0.05324813631522897
Comedy|Western,3,0.07987220447284345
Crime|Documentary,1,0.026624068157614485
Crime|Documentary|Drama,1,0.026624068157614485
Crime|Documentary|War,1,0.026624068157614485
Crime|Drama,40,1.0649627263045793
Crime|Drama|Fantasy,1,0.026624068157614485
Crime|Drama|Fantasy|Mystery,1,0.026624068157614485
Crime|Drama|Fantasy|Romance,1,0.026624068157614485
Crime|Drama|Film-Noir|Mystery|Thriller,1,0.026624068157614485
Crime|Drama|History,1,0.026624068157614485
Crime|Drama|History|Mystery|Thriller,1,0.026624068157614485
Crime|Drama|History|Romance,1,0.026624068157614485
Crime|Drama|Horror|Thriller,5,0.13312034078807242
Crime|Drama|Music,2,0.05324813631522897
Crime|Drama|Musical,1,0.026624068157614485
Crime|Drama|Musical|Romance,1,0.026624068157614485
Crime|Drama|Musical|Romance|Thriller,1,0.026624068157614485
Crime|Drama|Music|Romance,1,0.026624068157614485
Crime|Drama|Music|Thriller,1,0.026624068157614485
Crime|Drama|Mystery,4,0.10649627263045794
Crime|Drama|Mystery|Romance,1,0.026624068157614485
Crime|Drama|Mystery|Sci-Fi|Thriller,1,0.026624068157614485
Crime|Drama|Mystery|Thriller,42,1.1182108626198082
Crime|Drama|Mystery|Thriller|Western,1,0.026624068157614485
Crime|Drama|Romance,5,0.13312034078807242
Crime|Drama|Romance|Thriller,14,0.3727369542066028
Crime|Drama|Sport,1,0.026624068157614485
Crime|Drama|Thriller,82,2.183173588924388
Crime|Drama|Western,1,0.026624068157614485
Crime|Fantasy|Horror,1,0.026624068157614485
Crime|Horror,1,0.026624068157614485
Crime|Horror|Music|Thriller,1,0.026624068157614485
Crime|Horror|Mystery|Thriller,2,0.05324813631522897
Crime|Horror|Thriller,5,0.13312034078807242
Crime|Mystery|Thriller,14,0.3727369542066028
Crime|Romance|Thriller,1,0.026624068157614485
Crime|Thriller,15,0.3993610223642172
Crime|Thriller|War,1,0.026624068157614485
Documentary,11,0.2928647497337593
Documentary|Drama,2,0.05324813631522897
Documentary|Drama|Sport,1,0.026624068157614485
Documentary|Drama|War,1,0.026624068157614485
Documentary|History,1,0.026624068157614485
Documentary|History|Music,1,0.026624068157614485
Documentary|Music,7,0.1863684771033014
Documentary|Sport,2,0.05324813631522897
Drama,141,3.753993610223642
Drama|Family,8,0.21299254526091588
Drama|Family|Fantasy,2,0.05324813631522897
Drama|Family|Fantasy|Romance,3,0.07987220447284345
Drama|Family|Musical,1,0.026624068157614485
Drama|Family|Musical|Romance,2,0.05324813631522897
Drama|Family|Music|Musical,1,0.026624068157614485
Drama|Family|Music|Romance,1,0.026624068157614485
Drama|Family|Romance,2,0.05324813631522897
Drama|Family|Sport,4,0.10649627263045794
Drama|Fantasy,5,0.13312034078807242
Drama|Fantasy|Horror,4,0.10649627263045794
Drama|Fantasy|Horror|Mystery,1,0.026624068157614485
Drama|Fantasy|Horror|Mystery|Thriller,3,0.07987220447284345
Drama|Fantasy|Horror|Thriller,4,0.10649627263045794
Drama|Fantasy|Musical|Romance,2,0.05324813631522897
Drama|Fantasy|Music|Romance,1,0.026624068157614485
Drama|Fantasy|Mystery|Romance,1,0.026624068157614485
Drama|Fantasy|Mystery|Romance|Thriller,1,0.026624068157614485
Drama|Fantasy|Mystery|Thriller,2,0.05324813631522897
Drama|Fantasy|Romance,12,0.3194888178913738
Drama|Fantasy|Romance|Sci-Fi,3,0.07987220447284345
Drama|Fantasy|Romance|Thriller,1,0.026624068157614485
Drama|Fantasy|Sci-Fi,1,0.026624068157614485
Drama|Fantasy|Sport,1,0.026624068157614485
Drama|Fantasy|Thriller,3,0.07987220447284345
Drama|Fantasy|War,1,0.026624068157614485
Drama|History,7,0.1863684771033014
Drama|History|Horror,1,0.026624068157614485
Drama|History|Music|Romance|War,1,0.026624068157614485
Drama|History|Romance,1,0.026624068157614485
Drama|History|Romance|War,3,0.07987220447284345
Drama|History|Sport,2,0.05324813631522897
Drama|History|Thriller,8,0.21299254526091588
Drama|History|Thriller|War,4,0.10649627263045794
Drama|History|War,15,0.3993610223642172
Drama|History|War|Western,2,0.05324813631522897
Drama|Horror,3,0.07987220447284345
Drama|Horror|Mystery|Sci-Fi|Thriller,1,0.026624068157614485
Drama|Horror|Mystery|Thriller,11,0.2928647497337593
Drama|Horror|Romance|Thriller,2,0.05324813631522897
Drama|Horror|Sci-Fi,4,0.10649627263045794
Drama|Horror|Sci-Fi|Thriller,9,0.23961661341853036
Drama|Horror|Thriller,9,0.23961661341853036
Drama|Music,18,0.4792332268370607
Drama|Musical,2,0.05324813631522897
Drama|Musical|Romance,5,0.13312034078807242
Drama|Musical|Romance|Thriller,1,0.026624068157614485
Drama|Music|Musical,1,0.026624068157614485
Drama|Music|Musical|Romance,2,0.05324813631522897
Drama|Music|Mystery|Romance,1,0.026624068157614485
Drama|Music|Mystery|Romance|Thriller,1,0.026624068157614485
Drama|Music|Romance,17,0.45260915867944623
Drama|Music|Romance|War,1,0.026624068157614485
Drama|Mystery,8,0.21299254526091588
Drama|Mystery|Romance,4,0.10649627263045794
Drama|Mystery|Romance|Sci-Fi|Thriller,1,0.026624068157614485
Drama|Mystery|Romance|Thriller,11,0.2928647497337593
Drama|Mystery|Romance|Thriller|War,1,0.026624068157614485
Drama|Mystery|Romance|War,2,0.05324813631522897
Drama|Mystery|Sci-Fi,3,0.07987220447284345
Drama|Mystery|Sci-Fi|Thriller,12,0.3194888178913738
Drama|Mystery|Thriller,30,0.7987220447284344
Drama|Mystery|War,1,0.026624068157614485
Drama|Romance,115,3.061767838125666
Drama|Romance|Sci-Fi,5,0.13312034078807242
Drama|Romance|Sci-Fi|Thriller,2,0.05324813631522897
Drama|Romance|Sport,6,0.1597444089456869
Drama|Romance|Thriller,6,0.1597444089456869
Drama|Romance|War,7,0.1863684771033014
Drama|Romance|War|Western,2,0.05324813631522897
Drama|Romance|Western,6,0.1597444089456869
Drama|Sci-Fi,7,0.1863684771033014
Drama|Sci-Fi|Thriller,12,0.3194888178913738
Drama|Sport,22,0.5857294994675186
Drama|Thriller,42,1.1182108626198082
Drama|Thriller|War,2,0.05324813631522897
Drama|War,14,0.3727369542066028
Drama|Western,4,0.10649627263045794
Family|Fantasy|Music,1,0.026624068157614485
Family|Music|Romance,1,0.026624068157614485
Family|Sci-Fi,1,0.026624068157614485
Fantasy|Horror,15,0.3993610223642172
Fantasy|Horror|Mystery,1,0.026624068157614485
Fantasy|Horror|Mystery|Romance,1,0.026624068157614485
Fantasy|Horror|Mystery|Thriller,6,0.1597444089456869
Fantasy|Horror|Romance,1,0.026624068157614485
Fantasy|Horror|Romance|Thriller,1,0.026624068157614485
Fantasy|Horror|Sci-Fi,1,0.026624068157614485
Fantasy|Horror|Thriller,8,0.21299254526091588
Fantasy|Mystery|Romance|Sci-Fi|Thriller,1,0.026624068157614485
Fantasy|Romance,1,0.026624068157614485
Fantasy|Thriller,1,0.026624068157614485
Horror,44,1.1714589989350372
Horror|Musical|Sci-Fi,1,0.026624068157614485
Horror|Mystery,25,0.6656017039403621
Horror|Mystery|Sci-Fi,3,0.07987220447284345
Horror|Mystery|Sci-Fi|Thriller,5,0.13312034078807242
Horror|Mystery|Thriller,33,0.8785942492012779
Horror|Sci-Fi,6,0.1597444089456869
Horror|Sci-Fi|Thriller,12,0.3194888178913738
Horror|Thriller,35,0.931842385516507
Musical|Romance,2,0.05324813631522897
Mystery|Romance|Thriller,2,0.05324813631522897
Mystery|Sci-Fi|Thriller,5,0.13312034078807242
Mystery|Thriller,16,0.42598509052183176
Romance|Sci-Fi|Thriller,1,0.026624068157614485
Sci-Fi|Thriller,7,0.1863684771033014
Thriller,1,0.026624068157614485
Western,2,0.05324813631522897
